gender,weight,height
Male,70.714,208.71
Male,63.619,162.675
Male,70.549,191.319
Male,67.403,192.673
Male,71.435,213.338
Male,68.593,187.403
Male,71.452,203.448
Male,70.699,189.985
Male,71.391,197.307
Male,70.486,193.36
Male,74.408,226.701
Male,63.4,185.188
Male,68.4,171.329
Male,67.43,175.124
Male,70.812,196.221
Male,67.11,194.752
Male,67.728,184.468
Male,68.551,179.557
Male,68.619,192.606
Male,70.606,197.341
Male,67.087,164.176
Male,65.312,167.328
Male,69.924,185.867
Male,68.365,193.982
Male,70.87,205.864
Male,76.012,235.438
Male,67.966,176.967
Male,69.765,199.026
Male,69.569,200.704
Male,71.56,213.979
Male,70.958,201.663
Male,65.441,144.132
Male,70.976,202.603
Male,67.993,183.958
Male,70.519,199.568
Male,69.109,176.045
Male,71.606,194.933
Male,69.89,203.518
Male,66.457,166.685
Male,70.291,207.509
Male,62.62,152.853
Male,66.622,146.231
Male,65.35,156.761
Male,71.607,209.965
Male,69.413,183.902
Male,69.894,200.797
Male,65.666,164.216
Male,64.408,154.641
Male,68.627,189.449
Male,69.6,176.595
Male,67.453,173.272
Male,68.17,185.253
Male,69.554,203.811
Male,65.747,182.052
Male,73.122,201.704
Male,66.621,177.843
Male,69.146,202.628
Male,65.966,186.225
Male,67.203,185.454
Male,65.454,175.844
Male,73.03,209.588
Male,68.317,179.371
Male,66.334,165.368
Male,72.362,198.263
Male,67.717,184.932
Male,70.478,200.248
Male,71.163,199.444
Male,69.355,202.332
Male,70.097,201.994
Male,69.297,197.359
Male,63.31,157.004
Male,67.887,183.343
Male,73.203,203.023
Male,73.141,193.926
Male,70.896,195.601
Male,72.143,214.854
Male,72.133,184.147
Male,71.207,193.743
Male,66.252,170.109
Male,72.342,205.7
Male,68.069,166.264
Male,71.397,198.407
Male,65.726,169.675
Male,67.11,160.05
Male,72.215,204.938
Male,63.01,147.902
Male,69.569,180.95
Male,70.404,217.837
Male,68.03,189.362
Male,69.778,176.09
Male,62.079,130.277
Male,65.834,159.319
Male,70.781,191.968
Male,69.571,182.154
Male,67.327,188.352
Male,67.815,191.76
Male,66.682,162.767
Male,69.64,197.596
Male,64.774,182.59
Male,73.963,200.007
Male,67.933,184.41
Male,66.77,165.49
Male,68.936,176.652
Male,76.435,228.873
Male,68.996,180.351
Male,73.502,225.972
Male,69.603,189.817
Male,72.067,202.262
Male,70.489,178.919
Male,67.035,167.044
Male,66.184,172.638
Male,68.694,179.963
Male,66.653,160.147
Male,69.839,178.392
Male,66.245,154.589
Male,72.811,208.849
Male,64.475,169.431
Male,69.754,181.641
Male,70.661,203.845
Male,72.471,184.446
Male,68.172,199.702
Male,72.987,206.629
Male,70.534,196.584
Male,70.047,190.002
Male,69.016,196.764
Male,73.549,222.297
Male,68.118,180.066
Male,68.288,178.433
Male,71.527,202.749
Male,73.397,220.946
Male,69.845,198.63
Male,70.152,203.734
Male,66.3,150.149
Male,76.493,227.139
Male,71.032,186.762
Male,66.631,170.421
Male,66.076,182.428
Male,70.613,187.472
Male,65.203,158.665
Male,66.862,175.797
Male,73.758,220.77
Male,69.898,195.759
Male,69.527,189.027
Male,66.744,154.127
Male,69.074,179.387
Male,68.562,172.195
Male,70.323,190.462
Male,71.949,208.089
Male,70.917,191.883
Male,70.371,197.382
Male,67.796,189.683
Male,68.7,208.068
Male,69.115,188.717
Male,67.697,187.424
Male,71.28,217.904
Male,71.428,201.843
Male,71.043,204.628
Male,64.726,143.348
Male,67.148,182.031
Male,72.292,202.104
Male,70.243,192.796
Male,64.458,158.917
Male,74.465,213.482
Male,65.299,162.818
Male,72.75,212.181
Male,65.718,155.176
Male,68.89,194.681
Male,73.038,209.475
Male,69.861,198.322
Male,69.861,179.662
Male,71.766,192.69
Male,66.821,179.802
Male,67.788,190.507
Male,69.251,196.141
Male,68.93,180.826
Male,68.997,186.635
Male,66.374,167.784
Male,66.377,179.469
Male,69.055,181.36
Male,65.667,161.422
Male,62.753,149.76
Male,66.578,161.202
Male,67.272,187.363
Male,69.837,176.012
Male,74.216,238.569
Male,71.231,209.033
Male,70.763,194.797
Male,67.879,163.724
Male,67.115,182.512
Male,66.54,175.093
Male,67.091,180.881
Male,68.893,172.654
Male,71.883,207.576
Male,70.532,194.009
Male,69.208,187.867
Male,66.855,161.224
Male,77.161,228.707
Male,68.199,176.457
Male,66.796,186.994
Male,74.07,218.424
Male,69.692,184.619
Male,70.483,199.359
Male,66.203,164.634
Male,71.858,193.43
Male,65.975,171.077
Male,72.677,217.561
Male,69.812,188.065
Male,69.043,178.185
Male,63.851,151.997
Male,64.91,145.176
Male,65.045,147.66
Male,68.874,183.439
Male,69.982,178.348
Male,62.709,152.82
Male,66.923,173.634
Male,67.269,180.036
Male,72.123,200.337
Male,69.611,170.296
Male,65.185,166.739
Male,74.08,194.779
Male,61.122,152.791
Male,68.321,206.426
Male,63.953,164.771
Male,68.581,181.167
Male,64.926,185.002
Male,69.66,209.52
Male,71.121,197.345
Male,62.804,148.605
Male,70.811,201.224
Male,69.55,199.194
Male,67.032,188.46
Male,67.397,178.3
Male,69.372,173.43
Male,74.545,218.438
Male,66.557,173.387
Male,67.26,186.321
Male,66.002,165.168
Male,67.284,203.136
Male,67.925,161.671
Male,66.058,164.471
Male,65.845,170.792
Male,69.031,170.31
Male,70.327,192.497
Male,66.534,166.371
Male,71.472,196.541
Male,70.047,183.62
Male,68.606,187.291
Male,68.982,178.282
Male,73.789,222.398
Male,69.073,190.588
Male,73.188,204.104
Male,68.677,192.196
Male,64.922,179.409
Male,66.111,192.766
Male,67.749,169.74
Male,71.814,192.816
Male,69.195,185.729
Male,67.407,188.594
Male,69.877,179.681
Male,64.367,162.495
Male,67.493,183.384
Male,73.122,221.446
Male,67.653,188.89
Male,68.538,191.823
Male,70.725,214.262
Male,68.23,182.383
Male,67.697,163.94
Male,73.717,198.462
Male,68.858,187.395
Male,66.474,175.947
Male,69.972,188.626
Male,67.556,200.78
Male,74.272,209.937
Male,72.094,201.863
Male,69.57,182.795
Male,71.614,206.163
Male,67.139,171.877
Male,68.416,171.321
Male,78.096,255.691
Male,68.643,178.817
Male,70.027,186.359
Male,74.326,220.846
Male,72.232,202.137
Male,67.667,193.082
Male,66.424,157.288
Male,65.071,180.757
Male,69.157,206.515
Male,67.805,180.005
Male,68.239,193.984
Male,72.549,203.628
Male,74.056,211.731
Male,73.237,201.1
Male,72.838,212.204
Male,68.27,167.911
Male,70.072,207.087
Male,71.739,185.843
Male,68.674,172.847
Male,70.182,184.723
Male,66.947,182.37
Male,67.676,188.311
Male,67.904,168.678
Male,67.199,173.489
Male,66.998,178.057
Male,66.03,174.058
Male,67.814,192.066
Male,71.448,191.177
Male,70.079,189.596
Male,73.722,210.224
Male,66.388,159.377
Male,68.196,189.875
Male,68.275,176.179
Male,65.94,177.285
Male,66.872,170.324
Male,66.198,165.933
Male,73.303,232.251
Male,69.285,206.883
Male,71.77,200.356
Male,63.639,163.258
Male,72.162,188.913
Male,72.003,207.542
Male,68.166,173.456
Male,69.085,189.857
Male,67.188,169.891
Male,63.615,160.788
Male,71.721,211.008
Male,70.475,193.857
Male,72.868,217.335
Male,68.163,176.742
Male,69.679,203.317
Male,63.0,165.556
Male,71.758,211.737
Male,71.63,201.504
Male,71.064,200.684
Male,70.115,189.533
Male,70.449,206.5
Male,68.541,173.3
Male,71.334,221.122
Male,67.181,169.829
Male,73.106,219.787
Male,70.887,182.888
Male,71.91,198.079
Male,73.569,216.618
Male,69.802,203.258
Male,70.628,185.247
Male,66.315,148.266
Male,70.269,192.307
Male,70.979,206.523
Male,70.315,181.789
Male,71.514,212.729
Male,70.999,195.959
Male,66.695,155.129
Male,72.659,207.506
Male,66.51,181.938
Male,66.578,164.117
Male,66.725,185.314
Male,69.296,178.175
Male,68.323,178.413
Male,65.798,162.028
Male,70.124,217.426
Male,69.064,189.807
Male,70.908,197.217
Male,66.754,178.383
Male,68.589,178.045
Male,70.974,184.983
Male,63.179,153.607
Male,69.903,221.898
Male,67.734,175.564
Male,71.093,198.829
Male,70.122,189.28
Male,65.788,166.277
Male,71.507,202.518
Male,71.715,220.274
Male,71.454,213.337
Male,69.386,171.331
Male,70.151,191.568
Male,72.109,200.702
Male,71.62,208.756
Male,69.207,172.775
Male,71.106,188.839
Male,67.068,187.573
Male,76.0,224.44
Male,67.986,170.276
Male,69.381,197.281
Male,71.424,195.365
Male,70.471,198.419
Male,71.86,196.351
Male,72.716,195.356
Male,72.921,213.924
Male,71.762,201.316
Male,74.669,227.46
Male,67.324,157.03
Male,70.555,192.261
Male,65.181,169.46
Male,69.731,197.64
Male,71.751,215.935
Male,68.97,173.292
Male,65.041,163.004
Male,70.021,208.61
Male,71.035,202.039
Male,72.872,229.741
Male,71.92,202.609
Male,73.968,227.022
Male,65.665,166.444
Male,70.858,187.105
Male,68.157,181.052
Male,67.178,175.352
Male,70.857,197.727
Male,63.811,166.461
Male,66.95,166.441
Male,70.281,187.259
Male,70.323,186.066
Male,70.566,205.053
Male,69.294,189.463
Male,74.389,210.144
Male,66.892,186.204
Male,73.622,206.492
Male,69.091,189.214
Male,67.542,168.761
Male,62.922,144.171
Male,68.85,187.579
Male,69.612,193.635
Male,69.516,185.349
Male,69.107,188.245
Male,66.823,166.171
Male,71.112,202.358
Male,67.762,191.545
Male,66.561,162.018
Male,67.103,175.958
Male,69.582,193.367
Male,72.28,192.692
Male,69.208,186.177
Male,69.026,198.014
Male,65.435,167.728
Male,68.466,200.01
Male,71.963,199.982
Male,73.76,217.22
Male,70.533,194.302
Male,69.013,190.514
Male,73.612,236.781
Male,68.491,181.211
Male,64.092,151.643
Male,67.972,170.716
Male,70.835,197.389
Male,71.648,200.287
Male,67.311,158.435
Male,68.243,186.423
Male,65.477,166.654
Male,70.711,204.756
Male,67.176,174.579
Male,67.749,178.584
Male,68.455,185.378
Male,72.3,194.723
Male,65.403,159.605
Male,65.643,162.686
Male,69.442,180.138
Male,67.998,171.924
Male,71.693,191.902
Male,73.603,219.513
Male,67.277,176.309
Male,72.125,215.443
Male,68.616,194.121
Male,65.227,167.115
Male,66.328,166.08
Male,70.077,216.624
Male,66.638,171.275
Male,72.972,204.492
Male,74.759,209.724
Male,65.848,187.547
Male,66.601,162.557
Male,68.238,184.293
Male,69.641,191.364
Male,65.252,156.011
Male,66.582,181.228
Male,68.257,201.868
Male,69.007,170.172
Male,70.065,192.045
Male,71.085,178.535
Male,71.104,185.827
Male,68.541,180.666
Male,69.021,177.952
Male,66.888,187.582
Male,68.886,197.642
Male,68.371,195.123
Male,66.21,182.946
Male,64.687,157.017
Male,67.992,172.516
Male,64.737,150.051
Male,70.08,203.16
Male,66.467,164.318
Male,72.174,186.189
Male,64.587,158.374
Male,74.401,223.826
Male,71.289,190.078
Male,65.379,158.072
Male,68.066,170.986
Male,64.699,155.664
Male,69.595,191.526
Male,72.426,228.975
Male,66.73,164.908
Male,68.671,178.168
Male,69.561,199.494
Male,72.772,211.164
Male,69.476,203.021
Male,69.42,185.359
Male,65.806,149.24
Male,71.68,214.259
Male,66.352,160.373
Male,66.468,180.464
Male,70.477,197.029
Male,68.104,186.211
Male,65.832,165.592
Male,69.195,201.304
Male,72.881,201.333
Male,67.778,190.731
Male,70.026,193.09
Male,71.351,213.313
Male,71.466,209.96
Male,69.212,181.214
Male,68.035,170.648
Male,71.967,229.515
Male,71.338,199.742
Male,72.394,201.411
Male,60.363,134.147
Male,70.464,189.626
Male,71.714,193.109
Male,70.543,185.47
Male,73.122,206.898
Male,62.064,175.071
Male,69.081,176.556
Male,71.511,209.381
Male,70.585,205.708
Male,65.031,154.841
Male,67.919,196.448
Male,68.891,176.187
Male,70.708,198.759
Male,64.577,150.183
Male,70.966,179.232
Male,68.795,187.051
Male,65.413,142.593
Male,65.207,163.634
Male,69.933,185.429
Male,66.901,168.864
Male,67.256,165.265
Male,68.506,164.5
Male,67.757,186.099
Male,66.39,165.5
Male,70.209,193.953
Male,68.702,193.509
Male,70.772,204.44
Male,74.955,221.159
Male,66.358,173.356
Male,66.077,171.293
Male,66.839,170.078
Male,72.166,204.577
Male,68.256,190.39
